query_key,category,scenario,endpoint,symbol_type,indicator_id,req_unique_id,attrs_json,time_range_json,template,periods,metric_name,english_name,description,aliases,is_interval_metric,period_values_json,exchange,access_guide
opt_liquidity_chk_order_book_depth|订单簿深度检查|Order Book Depth Check,security,metric_lookup,series,market_code,opt_liquidity_chk_order_book_depth,opt_liquidity_chk_order_book_depth,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,订单簿深度检查,Order Book Depth Check,ATM ≥100张,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_reasonable_cost|合理成本检查|Reasonable Cost Check,security,metric_lookup,series,market_code,opt_liquidity_chk_reasonable_cost,opt_liquidity_chk_reasonable_cost,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,合理成本检查,Reasonable Cost Check,美元价差 ≤$0.50,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_execution_quality|执行质量检查|Execution Quality Check,security,metric_lookup,series,market_code,opt_liquidity_chk_execution_quality,opt_liquidity_chk_execution_quality,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,执行质量检查,Execution Quality Check,滑点 <1.0%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_adequate_oi|持仓充足检查|Adequate OI Check,security,metric_lookup,series,market_code,opt_liquidity_chk_adequate_oi,opt_liquidity_chk_adequate_oi,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,持仓充足检查,Adequate OI Check,"OI ≥10,000",,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_active_volume|活跃成交检查|Active Volume Check,security,metric_lookup,series,market_code,opt_liquidity_chk_active_volume,opt_liquidity_chk_active_volume,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃成交检查,Active Volume Check,日成交 ≥500,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_summary|活跃度柱摘要|Activity Pillar Summary,security,metric_lookup,series,market_code,opt_activity_summary,opt_activity_summary,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度柱摘要,Activity Pillar Summary,Activity维度的一句话摘要,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l2_volume_by_moneyness|按价值状态成交量|Volume by Moneyness,security,metric_lookup,series,market_code,opt_activity_l2_volume_by_moneyness,opt_activity_l2_volume_by_moneyness,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按价值状态成交量,Volume by Moneyness,按ITM/ATM/OTM分类的成交量分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l3_classification|活跃度分类|Activity Classification,security,metric_lookup,series,market_code,opt_activity_l3_classification,opt_activity_l3_classification,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度分类,Activity Classification,基于成交量水平的活跃度分类,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l2_volume_by_dte|按到期成交量|Volume by DTE,security,metric_lookup,series,market_code,opt_activity_l2_volume_by_dte,opt_activity_l2_volume_by_dte,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按到期成交量,Volume by DTE,按DTE分桶的成交量分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l2_trade_analysis|交易分析|Trade Analysis,security,metric_lookup,series,market_code,opt_activity_l2_trade_analysis,opt_activity_l2_trade_analysis,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,交易分析,Trade Analysis,交易规模和类型的统计分析,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l2_volume_by_type|按类型成交量|Volume by Type,security,metric_lookup,series,market_code,opt_activity_l2_volume_by_type,opt_activity_l2_volume_by_type,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按类型成交量,Volume by Type,按call/put分类的成交量，含与20日均量对比,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l2_oi_changes|持仓变化|OI Changes,security,metric_lookup,series,market_code,opt_activity_l2_oi_changes,opt_activity_l2_oi_changes,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,持仓变化,OI Changes,5日OI变化的gainers和losers,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l1_volume_surge_score|活跃度成交量激增子评分|Activity Volume Surge Sub-score,security,metric_lookup,series,market_code,opt_activity_l1_volume_surge_score,opt_activity_l1_volume_surge_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度成交量激增子评分,Activity Volume Surge Sub-score,Volume Surge的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l1_volume_to_oi_score|活跃度成交量/持仓子评分|Activity Volume to OI Sub-score,security,metric_lookup,series,market_code,opt_activity_l1_volume_to_oi_score,opt_activity_l1_volume_to_oi_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度成交量/持仓子评分,Activity Volume to OI Sub-score,Volume to OI的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l1_oi_change_nd_score|活跃度OI变化子评分|Activity OI Change Sub-score,security,metric_lookup,series,market_code,opt_activity_l1_oi_change_nd_score,opt_activity_l1_oi_change_nd_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度OI变化子评分,Activity OI Change Sub-score,OI Change的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l1_volume_to_oi|成交量/持仓比|Volume to OI Ratio,security,metric_lookup,series,market_code,opt_activity_l1_volume_to_oi,opt_activity_l1_volume_to_oi,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,成交量/持仓比,Volume to OI Ratio,日成交量与总持仓量的比值，反映换手率,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_pass_count|活跃度检查通过数|Activity Checks Passed Count,security,metric_lookup,series,market_code,opt_activity_chk_pass_count,opt_activity_chk_pass_count,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度检查通过数,Activity Checks Passed Count,Activity维度通过的子检查数量,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_total_count|活跃度检查总数|Activity Checks Total Count,security,metric_lookup,series,market_code,opt_activity_chk_total_count,opt_activity_chk_total_count,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度检查总数,Activity Checks Total Count,Activity维度的子检查总数,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_volume_surge|成交量激增检查|Volume Surge Check,security,metric_lookup,series,market_code,opt_activity_chk_volume_surge,opt_activity_chk_volume_surge,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,成交量激增检查,Volume Surge Check,成交量 ≥1.5x 20日均量,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_trade_quality|交易质量检查|Trade Quality Check,security,metric_lookup,series,market_code,opt_activity_chk_trade_quality,opt_activity_chk_trade_quality,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,交易质量检查,Trade Quality Check,质量评分 ≥30%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_multi_day_persistence|多日持续检查|Multi-Day Persistence Check,security,metric_lookup,series,market_code,opt_activity_chk_multi_day_persistence,opt_activity_chk_multi_day_persistence,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,多日持续检查,Multi-Day Persistence Check,≥2天持续放量,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_strike_concentration|行权价集中检查|Strike Concentration Check,security,metric_lookup,series,market_code,opt_activity_chk_strike_concentration,opt_activity_chk_strike_concentration,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,行权价集中检查,Strike Concentration Check,Top 3行权价 ≥60%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_sector_relative|行业相对活跃检查|Sector Relative Activity Check,security,metric_lookup,series,market_code,opt_activity_chk_sector_relative,opt_activity_chk_sector_relative,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,行业相对活跃检查,Sector Relative Activity Check,≥60%分位,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_turnover_rate|换手率检查|Turnover Rate Check,security,metric_lookup,series,market_code,opt_activity_chk_turnover_rate,opt_activity_chk_turnover_rate,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,换手率检查,Turnover Rate Check,Vol/OI ≥15%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_oi_build|OI增长检查|OI Build Check,security,metric_lookup,series,market_code,opt_activity_chk_oi_build,opt_activity_chk_oi_build,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,OI增长检查,OI Build Check,5日OI变化 ≥5%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l1_oi_change_nd|区间持仓变化率|N-Day OI Change %,security,metric_lookup,series,market_code,opt_activity_l1_oi_change_nd,opt_activity_l1_oi_change_nd,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,区间持仓变化率,N-Day OI Change %,过去n个交易日的持仓量变化百分比。正值=持仓增加（新建仓）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_flow_quality_score|流向质量评分(柱级)|Flow Quality Score (Pillar),security,metric_lookup,series,market_code,opt_activity_flow_quality_score,opt_activity_flow_quality_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流向质量评分(柱级),Flow Quality Score (Pillar),activity柱根级别的交易流向质量评分,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_days_elevated|连续放量天数|Days with Elevated Volume,security,metric_lookup,series,market_code,opt_activity_days_elevated,opt_activity_days_elevated,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,连续放量天数,Days with Elevated Volume,最近连续出现放量(>1.2x均量)的交易天数,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_detail|活跃度柱详情|Activity Pillar Detail,security,metric_lookup,series,market_code,opt_activity_detail,opt_activity_detail,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,活跃度柱详情,Activity Pillar Detail,Activity维度的详细描述文本,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_flow_conviction|流向信念检查|Flow Conviction Check,security,metric_lookup,series,market_code,opt_activity_chk_flow_conviction,opt_activity_chk_flow_conviction,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流向信念检查,Flow Conviction Check,信念度 ≥30,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_chk_execution_urgency|执行紧迫检查|Execution Urgency Check,security,metric_lookup,series,market_code,opt_activity_chk_execution_urgency,opt_activity_chk_execution_urgency,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,执行紧迫检查,Execution Urgency Check,紧迫度 ≥60%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
4294967271|资金流量指数|Money Flow Index,security,metric_lookup,snapshot,market_code,4294967271,4294967271,"{""tech_param"":{""children"":[{""children"":null,""default_value"":""MFI"",""desc"":""输出指标"",""enum_options"":[{""label"":""MFI"",""value"":""MFI""}],""example"":""MFI"",""name"":""indicator_component"",""query_type"":""enum"",""required"":""1""},{""children"":null,""default_value"":""14"",""desc"":"""",""enum_options"":[{""label"":""14"",""value"":""14""}],""example"":""14"",""name"":""Length"",""query_type"":""enum"",""required"":""0""}],""default"":null,""enum_options"":null,""example"":null,""name"":""tech_param"",""query_type"":""array"",""required"":""1"",""source"":""legacy""},""time_period"":{""children"":null,""default"":""day_1"",""enum_options"":[{""label"":""day_1"",""value"":""day_1""},{""label"":""week_1"",""value"":""week_1""},{""label"":""month_1"",""value"":""month_1""}],""example"":""day_1"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,day_1;week_1;month_1,资金流量指数,Money Flow Index,"**资金流量指数 (Money Flow Index, MFI)**结合价格和成交量，类似于考虑成交量的相对强弱指数（RSI）。用于衡量资金流入和流出特定资产的强度。读数在80以上为超买，20以下为超卖。",,false,"[""day_1"",""week_1"",""month_1""]","UUS,UBAX,UBAF",STANDARD_SNAPSHOT
4294967271|资金流量指数|Money Flow Index,security,metric_lookup,snapshot,market_code,4294967271,4294967271,"{""tech_param"":{""children"":[{""children"":null,""default_value"":""MFI"",""desc"":""输出指标"",""enum_options"":[{""label"":""MFI"",""value"":""MFI""}],""example"":""MFI"",""name"":""indicator_component"",""query_type"":""enum"",""required"":""1""},{""children"":null,""default_value"":""14"",""desc"":"""",""enum_options"":[{""label"":""14"",""value"":""14""}],""example"":""14"",""name"":""Length"",""query_type"":""enum"",""required"":""0""}],""default"":null,""enum_options"":null,""example"":null,""name"":""tech_param"",""query_type"":""array"",""required"":""1"",""source"":""legacy""},""time_period"":{""children"":null,""default"":""day_1"",""enum_options"":[{""label"":""day_1"",""value"":""day_1""},{""label"":""week_1"",""value"":""week_1""},{""label"":""month_1"",""value"":""month_1""}],""example"":""day_1"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,day_1;week_1;month_1,资金流量指数,Money Flow Index,"**资金流量指数 (Money Flow Index, MFI)**结合价格和成交量，类似于考虑成交量的相对强弱指数（RSI）。用于衡量资金流入和流出特定资产的强度。读数在80以上为超买，20以下为超卖。",,false,"[""day_1"",""week_1"",""month_1""]","UUS,UBAX,UBAF",STANDARD_SNAPSHOT
